Unique ID,broadperiod,period,thickness,diameter,weight,axis,Primary material,Manufacture method,URL,Image URL,Saved Image,length,height,width,obverseDescription,reverseDescription,obverseLegend,reverseLegend,reverseType,regionName,cultureName,inscription,objectCertainty,rulerName,mintName,denominationName,tribeName,categoryTerm,moneyerName,Primary Material_n,Manufacture Method_n,axis_known
IOW-103CC0,POST MEDIEVAL,3,0.565,16.5,0.53,12.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/250212,https://finds.org.uk/images/fbasford/medium/IOW2009-7-2.JPG,Fotos_monedas\IOW-103CC0.png,,,,"Crown with two sceptres in saltire (double arched crown, inner circle)","Crowned harp (double arched crown, inner circle)",CAROLVS D G MAG BRIT,FRAN ET HIB REX,,South East,,,Certain,Charles I of England,London,Farthing (Copper alloy),,English coin early Modern 1489 - 1660,,2,4,1
IOW-F7D1E3,POST MEDIEVAL,3,0.565,10.0,0.24,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/250042,https://finds.org.uk/images/fbasford/medium/IOW2009-1-172.JPG,Fotos_monedas\IOW-F7D1E3.png,,,,Portcullis with mintmark: tun above,Cross with three pellets in each quadrant,,,,,,,,Elizabeth I of England,London,Halfpenny (copper alloy),,English coin early Modern 1489 - 1660,,8,4,0
IOW-E6AE87,POST MEDIEVAL,3,0.565,31.2,5.78,1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/249979,https://finds.org.uk/images/fbasford/medium/IOW2009-1-170.JPG,Fotos_monedas\IOW-E6AE87.png,,,,Crowned bearded bust facing,Crowned rose with crowned H and R at sides,hENRIC 8 D G AGL FRA Z HIB REX,POSVI DEVM ADIVTORIVM MEVM (I have made God my Helper),,South East,,,Certain,Henry VIII of England,London,Uncertain,,English coin early Modern 1489 - 1660,,8,4,1
IOW-BECE67,POST MEDIEVAL,3,0.565,15.2,0.67,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/249909,https://finds.org.uk/images/fbasford/medium/IOW2009-1-166.JPG,Fotos_monedas\IOW-BECE67.png,,,,Rose with crown above,Thistle with crown above,I D [G R]OS SI[NE SPINA],"T[VAETVR V]NITA DEVS (May God guard these united, i.e. kingdoms).",,South East,,,Certain,James I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-6A3102,POST MEDIEVAL,3,0.565,16.2,0.88,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/249439,https://finds.org.uk/images/fbasford/medium/IOW2009-2-75.JPG,Fotos_monedas\IOW-6A3102.png,,,,Crowned bust facing left with two pellets (mark of value) behind the head,Square shield on long cross fourch?e dividing the inscription,E D G ROSA SINE SPINA (A rose without thorns),CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-6513A6,POST MEDIEVAL,3,0.565,26.0,2.88,2.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/249267,https://finds.org.uk/images/fbasford/medium/IOW2009-2-67.JPG,Fotos_monedas\IOW-6513A6.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription with date of 1569 above shield,ELIZABETH D G ANG FR ET HIB REGINA,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
IOW-649516,POST MEDIEVAL,3,0.565,25.0,2.59,11.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/249250,https://finds.org.uk/images/fbasford/medium/IOW2009-2-66.JPG,Fotos_monedas\IOW-649516.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription with date of 1578 above shield,ELIZABETH D G ANG ET[ ]REGINA,+POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
IOW-534AE1,POST MEDIEVAL,3,0.565,18.0,1.27,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/249164,https://finds.org.uk/images/fbasford/medium/IOW2009-2-62.JPG,Fotos_monedas\IOW-534AE1.png,,,,Crowned portrait of Henry VIII right,Long cross fourch?e over royal shield. W A at side of shield for Archbishop William Warham,hENRIC VIII D GR AGL Z FR,CIVI/TAS/CAN/TOR,,South East,,,Certain,Henry VIII of England,Canterbury,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-6AC612,POST MEDIEVAL,3,0.565,19.3,1.3,1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/248224,https://finds.org.uk/images/fbasford/medium/IOW2009-1-142.JPG,Fotos_monedas\IOW-6AC612.png,,,,Crowned bust facing left with a rose behind the head,"Square shield on long cross fourch?e dividing the inscription, date of 1562 above shield",ELIZABET D G ANG FRA ET HI REGINA,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Threepence,,English coin early Modern 1489 - 1660,,8,4,1
IOW-3E9CC6,POST MEDIEVAL,3,0.565,24.0,1.72,8.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/247777,https://finds.org.uk/images/fbasford/medium/IOW2009-1-136.JPG,Fotos_monedas\IOW-3E9CC6.png,,,,Crowned bust facing left,Square shield on long cross fourch?e dividing the inscription,ELIZABETH D G AN FR ET HIB REGINA,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Groat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-3CACE6,POST MEDIEVAL,3,0.565,16.2,0.49,8.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/247736,https://finds.org.uk/images/fbasford/medium/IOW2009-1-131.JPG,Fotos_monedas\IOW-3CACE6.png,,,,Crowned shield (royal arms) on long cross,,CHRIS/TIAN/IIII D/G DAN,II./SKILL/ING DA/NSK; NOR.VAN. GOTO. REX 162?5.,,South East,,,Certain,"Ruler of post-medieval kingdom of Denmark, Sweden or Norway",,,,,,8,4,1
LEIC-C26788,POST MEDIEVAL,3,0.5,24.0,1.99,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/247264,https://finds.org.uk/images/wscott/medium/C26788.JPG,Fotos_monedas\LEIC-C26788.png,,,,left facing crowned bust (very worn),royal crest quartered by long cross,MARIADGANGFRAZHIBREGI,VERITASTEMPORISFILIA,,East Midlands,,,Certain,Mary I of England,London,Groat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-C24612,POST MEDIEVAL,3,0.5,14.0,0.46,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/247262,https://finds.org.uk/images/wscott/medium/C24612.JPG,Fotos_monedas\LEIC-C24612.png,,,,left facing crowned bust,royal crest quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Penny,,English coin early Modern 1489 - 1660,,8,4,0
IOW-AB9915,POST MEDIEVAL,3,0.565,24.0,2.36,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/247074,https://finds.org.uk/images/fbasford/medium/IOW2009-1-115.JPG,Fotos_monedas\IOW-AB9915.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription,[ ]ANG[ ]REGINA,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
IOW-885CA5,POST MEDIEVAL,3,0.565,24.0,2.13,1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/246909,https://finds.org.uk/images/fbasford/medium/IOW2009-3-4.JPG,Fotos_monedas\IOW-885CA5.png,,,,Crowned portrait of Henry VIII right,Long cross fourch?e over royal shield (half rose in the cross-ends),hENRIC[ ]Z HIB REX,POSVI/DEV A/DIVTO/R MEV (I have made God my Helper),,South East,,,Certain,Henry VIII of England,London,Groat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-45EE35,POST MEDIEVAL,3,0.565,15.0,0.36,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/246758,https://finds.org.uk/images/fbasford/medium/IOW2009-1-99.JPG,Fotos_monedas\IOW-45EE35.png,,,,Crowned bust left with rose behind,Square shield on long cross fourch?e dividing the inscription. Date of 1562 above shield,E D G ROSA SINE SPINA (a rose without thorns),CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Three halfpence,,English coin early Modern 1489 - 1660,,8,4,1
LEIC-400165,POST MEDIEVAL,3,0.5,13.0,0.46,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/246609,https://finds.org.uk/images/wscott/medium/400165.JPG,Fotos_monedas\LEIC-400165.png,,,,Crowned rose,Crowned thistle,IDGROSASINESPINA,TVEATVRVNITADEVS,,East Midlands,,,Certain,,,Uncertain,,Non English coin,,8,4,0
IOW-C16EB4,POST MEDIEVAL,3,0.565,17.0,0.78,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/246105,https://finds.org.uk/images/fbasford/medium/IOW2009-1-79.JPG,Fotos_monedas\IOW-C16EB4.png,,,,Bundle of seven arrows (2 to left and S to right),Place name of province,,TRAS/ISVLA/NIA/[ ]19,,South East,,,Certain,,,Stuiver,,Non English coin,,8,4,1
IOW-9EF0D6,POST MEDIEVAL,3,0.565,18.7,1.49,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/245995,https://finds.org.uk/images/fbasford/medium/IOW2009-1-80.JPG,Fotos_monedas\IOW-9EF0D6.png,,,,Crowned bust left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1566 above shield,ELIZABETH D G ANG FR ET HI REGINA,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-9C4B35,POST MEDIEVAL,3,0.565,16.1,0.92,1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/245984,https://finds.org.uk/images/fbasford/medium/IOW2009-1-81.JPG,Fotos_monedas\IOW-9C4B35.png,,,,Crowned bust facing left with II (mark of value) behind the head,Oval garnished shield,CAROLVS D G M B F ET H REX,IVSTITIA THRONVM FIRMAT (Justice strengthens the throne),,South East,,,Certain,Charles I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-9BFBE2,POST MEDIEVAL,3,0.565,14.0,0.43,3.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/245980,https://finds.org.uk/images/fbasford/medium/IOW2009-1-75.JPG,Fotos_monedas\IOW-9BFBE2.png,,,,Crowned bust facing left,Square shield on long cross fourch?e dividing the inscription,E D G ROSA SINE SPINA (A rose without thorns),CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Penny,,English coin early Modern 1489 - 1660,,8,4,1
IOW-9B2864,POST MEDIEVAL,3,0.565,21.0,3.54,6.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/245961,https://finds.org.uk/images/fbasford/medium/IOW2009-1-71.JPG,Fotos_monedas\IOW-9B2864.png,,,,Bust right,Britannia,Illegible,Illegible,,South East,,,Certain,William III of England,London,Farthing (Copper alloy),,Modern,,2,4,1
IOW-15F7C3,POST MEDIEVAL,3,0.565,25.5,3.07,1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/245412,https://finds.org.uk/images/fbasford/medium/IOW2009-2-32.JPG,Fotos_monedas\IOW-15F7C3.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1570 above shield,ELIZABETH D G ANG FR ET HIB REGINA,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
LEIC-053585,POST MEDIEVAL,3,2.0,32.0,10.18,-1.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/245330,https://finds.org.uk/images/wscott/medium/053585 .JPG,Fotos_monedas\LEIC-053585.png,,,,right facing bust,worn blank? shoudl show four crests arranged as cross.,GVLIELMVSIIIDEIGRA,,,East Midlands,,,Certain,William III of England,,Halfcrown,,Modern,,2,4,0
IOW-DF6236,POST MEDIEVAL,3,0.565,25.1,2.94,11.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/245128,https://finds.org.uk/images/fbasford/medium/IOW2009-1-66.JPG,Fotos_monedas\IOW-DF6236.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription,ELIZAB D G ANG FR ET HIB REGI,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
NMGW-DDBBF5,POST MEDIEVAL,3,0.565,19.0,1.21,-1.0,Gold,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/245112,https://finds.org.uk/images/mlodwick/medium/touch-piece ed.JPG,Fotos_monedas\NMGW-DDBBF5.png,,,,,,,,,Wales,,,Certain,,,,,,,3,4,0
WAW-B9B276,POST MEDIEVAL,3,0.565,15.9,0.75,10.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244985,"https://finds.org.uk/images/kleahy2/medium/Claines, 20 pence of Cha I B9B276.jpg",Fotos_monedas\WAW-B9B276.jpg,,,,Crowned bust r.XX (or II) behind head.,Crowned thistle (thistle defaced),CAR.DG.SCOT.ANGL.REX.HIB.R,IVSTITIA THRONVM FIRMAT,,West Midlands,,,Certain,Charles I of England,,Other,,Non English coin,,8,4,1
WAW-B996A0,POST MEDIEVAL,3,0.565,16.4,0.8,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244984,https://finds.org.uk/images/kleahy2/medium/Claines B996A0.jpg,Fotos_monedas\WAW-B996A0.jpg,,,,Shield bearing the arms of England,Conjoined shield bearing the arms of England and Ireland,-,-,,West Midlands,,,Certain,Commonwealth of England,,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
WAW-B53F73,POST MEDIEVAL,3,0.565,12.5,0.39,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244951,https://finds.org.uk/images/kleahy2/medium/Elizabeth 3-4 B53F73.jpg,Fotos_monedas\WAW-B53F73.jpg,,,,?,Royal arms,ROSA [sine spina],?,,West Midlands,,,Certain,Elizabeth I of England,,Three farthings,,English coin early Modern 1489 - 1660,,8,4,0
IOW-B3D9C1,POST MEDIEVAL,3,0.565,12.0,0.13,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244939,https://finds.org.uk/images/fbasford/medium/IOW2009-1-61.JPG,Fotos_monedas\IOW-B3D9C1.png,,,,"Doge, as standard bearer of Venice, kneeling left, receiving the banner of St. Mark from the patron-saint standing right","Standing figure of Christ with halo, holding a cross",[L]E [LA]V. DVX S. M. V,LAVS TIBI [SOLI] (Thee Alone be Praised),,,,,,Leonardo Loredan,Venice,Soldino,,,,8,4,1
IOW-99EFC6,POST MEDIEVAL,3,0.565,14.0,0.49,11.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244775,https://finds.org.uk/images/fbasford/medium/IOW2009-1-58.JPG,Fotos_monedas\IOW-99EFC6.png,,,,Crowned bust facing left,Square shield on long cross fourch?e dividing the inscription,E D G ROSA SINE SPINA (A rose without thorns),CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Penny,,English coin early Modern 1489 - 1660,,8,4,1
SUR-89CE48,POST MEDIEVAL,3,0.565,16.17,0.7,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244713,https://finds.org.uk/images/dwilliams/medium/08.1000.JPG,Fotos_monedas\SUR-89CE48.png,,,,Shield containing a lion,Thistle,IACOBVS DG REX SCOTORVM,[REGEM] IO[VA] PROTEGIT [date],,South East,,,Certain,,,Uncertain,,Non English coin,,8,4,0
NARC-8770B3,POST MEDIEVAL,3,0.565,19.0,1.21,-1.0,Gold,,https://finds.org.uk/database/artefacts/record/id/244635,https://finds.org.uk/images/ianr/medium/2009T29.jpg,Fotos_monedas\NARC-8770B3.jpg,,,,,,,,,East Midlands,,,Certain,,,Uncertain,,,,3,6,0
IOW-5F10E5,POST MEDIEVAL,3,0.565,19.0,0.93,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244314,https://finds.org.uk/images/fbasford/medium/IOW2009-1-40.JPG,Fotos_monedas\IOW-5F10E5.png,21.0,,16.2,[Crowned bust left],Long cross fourch?e over royal shield (just visible),Illegible or missing,"VERITAS TEM]PORIS[ FILIA (Truth, the daughter of Time)",,South East,,,Certain,Mary I of England,London,Groat (silver),,English coin early Modern 1489 - 1660,,8,4,0
IOW-5C1542,POST MEDIEVAL,3,0.565,9.8,0.22,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244254,https://finds.org.uk/images/fbasford/medium/IOW2009-1-42.JPG,Fotos_monedas\IOW-5C1542.png,,,,Rose,Rose,,,,South East,,,Certain,Charles I of England,London,Halfpenny (silver),,English coin early Modern 1489 - 1660,,8,4,0
WAW-247978,POST MEDIEVAL,3,0.565,13.0,0.35,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/244002,https://finds.org.uk/images/kleahy2/medium/247978.jpg,Fotos_monedas\WAW-247978.jpg,,,,Crowned rose,?,I[dg rosa sine spina],?,,West Midlands,,,Certain,James I of England,,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
WAW-21F2D5,POST MEDIEVAL,3,0.565,14.5,0.4,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243995,https://finds.org.uk/images/kleahy2/medium/21F2D5.jpg,Fotos_monedas\WAW-21F2D5.jpg,,,,Rose,Thistle,I DG ROSA SINA SPINA,TVEATVR VNITA DEVS,,West Midlands,,,Certain,James I of England,,Penny,,English coin early Modern 1489 - 1660,,8,4,1
WAW-208B45,POST MEDIEVAL,3,0.565,22.2,4.72,6.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243988,https://finds.org.uk/images/kleahy2/medium/208B45.jpg,Fotos_monedas\WAW-208B45.jpg,,,,Laur. bust r.,"Britannia, seated l. with a shield and an olive branch",CAROLO.A.CAROLVS,BRITAN-NIA1675 (?)in exergue.,,West Midlands,,,Certain,Charles II of England,,Farthing (Copper alloy),,Modern,,2,4,1
IOW-0AC0D3,POST MEDIEVAL,3,0.565,14.0,0.32,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243963,https://finds.org.uk/images/fbasford/medium/IOW2009-1-36.JPG,Fotos_monedas\IOW-0AC0D3.png,,,,Crowned bust facing left,Square shield on long cross fourch?e dividing the inscription,E D G RO[SA SINE S]PINA,CIVI/TAS/LON/DON,,South East,,,Certain,Elizabeth I of England,London,Penny,,English coin early Modern 1489 - 1660,,8,4,1
IOW-FA4675,POST MEDIEVAL,3,0.565,15.6,0.49,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243836,https://finds.org.uk/images/fbasford/medium/IOW2009-1-29.JPG,Fotos_monedas\IOW-FA4675.png,,,,Rose,Long cross fourch?e over royal shield,P.Z M.D G. ROSA SI[ ]SPI[ ],CIVI/TAS/LON/DON,,South East,,,Certain,Philip of Spain and Mary Tudor,London,Penny,,English coin early Modern 1489 - 1660,,8,4,1
WAW-E391C7,POST MEDIEVAL,3,0.565,17.6,0.88,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243688,https://finds.org.uk/images/kleahy2/medium/Wixford E391C7.jpg,Fotos_monedas\WAW-E391C7.jpg,,,,?,Royal arms,?,+PO[svi devm adjvtorvm mevm],,West Midlands,,,Certain,Elizabeth I of England,,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
ESS-E2C437,POST MEDIEVAL,3,0.565,18.27,1.41,-1.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243684,https://finds.org.uk/images/lmclean/medium/1 ESS-E2C437.jpg,Fotos_monedas\ESS-E2C437.jpg,,,,illegible- too worn,"shield, divided into quarters. Alternating quarters aslo divided in four, each containing an unidentified design.",illegible,illegible,,Eastern,,,Certain,,,Uncertain,,,,2,4,0
WAW-DFE7A1,POST MEDIEVAL,3,0.565,22.6,1.93,5.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243588,https://finds.org.uk/images/kleahy2/medium/Alcester oct DFE7A1.jpg,Fotos_monedas\WAW-DFE7A1.jpg,,,,Crowned bust l. with rose behind,Royal arms,ELIZABETH DG ANG[fra et hib regina],POSVI DEV[m adjvtorvm mevm],,West Midlands,,,Certain,Elizabeth I of England,,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
IOW-C9B670,POST MEDIEVAL,3,0.565,20.0,2.88,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243408,https://finds.org.uk/images/fbasford/medium/IOW2009-2-21.JPG,Fotos_monedas\IOW-C9B670.png,,,,Bust right,"Four shields within which are a harp, one lion rampant, three lion passant and three fleurs-de-lys, all around a central circle with the lion of Nassau within, creating a cruciform shape. Large crowns at cross terminals",GVLIELMVS.III.DEI.GRA,97.MAG BR.FRA ET.HIB REX.16,,South East,,,Certain,William III of England,London,Sixpence,,Modern,,8,4,1
IOW-C8C274,POST MEDIEVAL,3,0.565,25.0,3.02,10.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243385,https://finds.org.uk/images/fbasford/medium/IOW2009-2-19.JPG,Fotos_monedas\IOW-C8C274.png,,,,Crowned bust left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1585 above shield,ELIZAB[]ANG FR ET HIB REGI,POSVI/DEV AD/IVTORE/M MEV (I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Sixpence,,English coin early Modern 1489 - 1660,,8,4,1
IOW-B42972,POST MEDIEVAL,3,0.565,29.2,5.68,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243211,https://finds.org.uk/images/fbasford/medium/IOW2009-2-5.JPG,Fotos_monedas\IOW-B42972.png,,,,Crowned bust left with XII behind the head,Square shield over cross moline,CAROLVS D G MAG BRI FRA ET HI REX,CHRISTO AVSPICE REGNO,,South East,,,Certain,Charles I of England,London,Shilling,,English coin early Modern 1489 - 1660,,8,4,1
LEIC-B15771,POST MEDIEVAL,3,1.0,18.0,1.34,6.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243159,https://finds.org.uk/images/wscott/medium/B15771.JPG,Fotos_monedas\LEIC-B15771.png,,,,right facing crowned bust,Royal crest quartered by long cross with initials LE either side,HENRICVIII.D.G.R.AGL.Z.FR (saltaire stops),CIVITAS(double saltaire)EBORACI,,East Midlands,,,Certain,Henry VIII of England,York,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,1
WAW-A61351,POST MEDIEVAL,3,0.565,14.2,0.37,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/243146,https://finds.org.uk/images/kleahy2/medium/Alcester BCT A61351.jpg,Fotos_monedas\WAW-A61351.jpg,,,,"Crowned bust facing l., number '1' to right.",Royal arms,CARLOLVS DG MB F ET H REX,?,,West Midlands,,,Certain,Charles I of England,,Penny,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-623FD2,POST MEDIEVAL,3,0.5,14.0,0.53,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242861,https://finds.org.uk/images/wscott/medium/606E47.JPG,Fotos_monedas\LEIC-623FD2.png,,,,right facing crowned bust (very worn),royal crest quartered by long cross,EDGROSASINESPINA,CIVITASEBORACI,,East Midlands,,,Certain,Edward VI of England,York,Penny,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-4D08D5,POST MEDIEVAL,3,0.25,12.0,0.22,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242638,https://finds.org.uk/images/wscott/medium/4D08D5 .JPG,Fotos_monedas\LEIC-4D08D5.png,,,,"Doge, as standard bearer of Venice, kneeling left, receiving the banner of St. Mark from the patron-saint standing right.","Standing figure of Christ with halo, holding a cross right.",LE.LAVS.DVX.S.M.V.,LAVS.TIBI.SOLI (Thee alone be praised).,,,,,,Leonardo Loredan,Venice,Soldino,,,,8,4,0
LEIC-49FF23,POST MEDIEVAL,3,0.5,14.0,0.46,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242599,https://finds.org.uk/images/wscott/medium/49FF23 .JPG,Fotos_monedas\LEIC-49FF23.png,,,,st georges cross in crest with laurel border,two crests containing St Georges cross and Irish harp,none,I,,East Midlands,,,Certain,Commonwealth of England,London,Penny,,English coin early Modern 1489 - 1660,,8,4,0
LEIC-49D3F7,POST MEDIEVAL,3,1.0,17.0,0.88,-1.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242595,https://finds.org.uk/images/wscott/medium/49D3F7.JPG,Fotos_monedas\LEIC-49D3F7.png,,,,left facing crowned bust,royal cerst quartered by long cross,EDGROSASINESPINA,CIVITASLONDON,,East Midlands,,,Certain,Elizabeth I of England,London,Halfgroat (silver),,English coin early Modern 1489 - 1660,,8,4,0
LEIC-491270,POST MEDIEVAL,3,0.25,15.0,0.43,-1.0,Copper alloy,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242558,https://finds.org.uk/images/wscott/medium/491270.JPG,Fotos_monedas\LEIC-491270.png,,,,crown and crossed sceptres,crowned tudor rose,CARO[LVSDGMAGBRI],[FRETHIBREX],,East Midlands,,,Certain,Charles I of England,,Farthing (Copper alloy),,English coin early Modern 1489 - 1660,,2,4,0
IOW-398773,POST MEDIEVAL,3,0.565,12.0,0.41,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242532,https://finds.org.uk/images/fbasford/medium/IOW2009-1-11.JPG,Fotos_monedas\IOW-398773.png,,,,Crowned bust facing left with I (mark of value) behind the head. No inner circle,Round garnished shield. No inner circle,[ ]S D G M B F,[IVSTITIA THR]ONVM FIR[MAT] (Justice strengthens the throne),,South East,,,Certain,Charles I of England,London,Penny,,English coin early Modern 1489 - 1660,,8,4,1
IOW-37EE34,POST MEDIEVAL,3,0.565,11.2,0.32,12.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242460,https://finds.org.uk/images/fbasford/medium/IOW2009-1-9.JPG,Fotos_monedas\IOW-37EE34.png,,,,Crowned bust facing with a single arched crown,Long cross fourch?e dividing the inscription with three pellets in each quadrant,hENRIC DI GRA REX AGL,CIVI/TAS/LOn/DOn,,South East,,,Certain,Henry VIII of England,London,Halfpenny (silver),,English coin early Modern 1489 - 1660,,8,4,1
IOW-350A22,POST MEDIEVAL,3,0.565,19.0,1.16,9.0,Silver,Struck or hammered,https://finds.org.uk/database/artefacts/record/id/242376,https://finds.org.uk/images/fbasford/medium/IOW2009-1-5.JPG,Fotos_monedas\IOW-350A22.png,,,,Crowned bust facing left with a rose behind the head,Square shield on long cross fourch?e dividing the inscription. Date of 1567 above shield,[ ]ZABETH D G [],POSVI/DEV AD/IV[ ](I have made God my Helper),,South East,,,Certain,Elizabeth I of England,London,Threepence,,English coin early Modern 1489 - 1660,,8,4,1
